NOC,Year,Total Participants,Medal Winners,Medal Efficiency
ITA,1936,349,76.0,0.2177650429799427
ITA,1948,310,67.0,0.2161290322580645
ITA,1952,376,54.0,0.1436170212765957
ITA,1956,207,47.0,0.2270531400966183
ITA,1960,402,88.0,0.2189054726368159
ITA,1964,256,51.0,0.19921875
ITA,1968,268,33.0,0.1231343283582089
ITA,1972,345,25.0,0.072463768115942
ITA,1976,312,31.0,0.0993589743589743
ITA,1980,203,37.0,0.1822660098522167
ITA,1984,368,63.0,0.171195652173913
ITA,1988,374,29.0,0.0775401069518716
ITA,1992,431,45.0,0.1044083526682134
ITA,1996,460,71.0,0.1543478260869565
ITA,2000,457,65.0,0.1422319474835886
ITA,2004,474,104.0,0.2194092827004219
ITA,2008,459,42.0,0.0915032679738562
ITA,2012,382,68.0,0.1780104712041884
ITA,2016,399,72.0,0.1804511278195488
ITA,2020,524,76.0,0.1450381679389313
ITA,2024,397,77.0,0.1939546599496221
IVB,1984,13,0.0,0.0
IVB,1988,4,0.0,0.0
IVB,1992,4,0.0,0.0
IVB,1996,11,0.0,0.0
IVB,2000,1,0.0,0.0
IVB,2004,1,0.0,0.0
IVB,2008,2,0.0,0.0
IVB,2012,2,0.0,0.0
IVB,2016,4,0.0,0.0
IVB,2020,3,0.0,0.0
IVB,2024,4,0.0,0.0
JAM,1948,26,3.0,0.1153846153846153
JAM,1952,16,8.0,0.5
JAM,1956,13,0.0,0.0
JAM,1964,32,0.0,0.0
JAM,1968,35,1.0,0.0285714285714285
JAM,1972,51,1.0,0.0196078431372549
JAM,1976,36,2.0,0.0555555555555555
JAM,1980,32,3.0,0.09375
JAM,1984,75,7.0,0.0933333333333333
JAM,1988,49,7.0,0.1428571428571428
JAM,1992,51,4.0,0.0784313725490196
JAM,1996,69,16.0,0.2318840579710145
JAM,2000,65,23.0,0.3538461538461538
JAM,2004,62,13.0,0.2096774193548387
JAM,2008,66,14.0,0.2121212121212121
JAM,2012,62,25.0,0.4032258064516129
JAM,2016,77,30.0,0.3896103896103896
JAM,2020,87,21.0,0.2413793103448276
JAM,2024,65,6.0,0.0923076923076923
JOR,1980,6,0.0,0.0
JOR,1984,15,0.0,0.0
JOR,1988,9,0.0,0.0
JOR,1992,5,0.0,0.0
JOR,1996,5,0.0,0.0
JOR,2000,8,0.0,0.0
JOR,2004,8,0.0,0.0
JOR,2008,7,0.0,0.0
JOR,2012,9,0.0,0.0
JOR,2016,8,1.0,0.125
JOR,2020,15,2.0,0.1333333333333333
JOR,2024,12,1.0,0.0833333333333333
JPN,1912,4,0.0,0.0
JPN,1920,26,3.0,0.1153846153846153
JPN,1924,37,1.0,0.027027027027027
JPN,1928,56,9.0,0.1607142857142857
JPN,1932,203,31.0,0.1527093596059113
JPN,1936,325,23.0,0.0707692307692307
JPN,1952,133,12.0,0.0902255639097744
JPN,1956,222,24.0,0.1081081081081081
JPN,1960,278,31.0,0.1115107913669064
JPN,1964,456,62.0,0.1359649122807017
JPN,1968,289,63.0,0.2179930795847751
JPN,1972,293,56.0,0.1911262798634812
JPN,1976,328,41.0,0.125
JPN,1984,365,49.0,0.1342465753424657
JPN,1988,412,20.0,0.0485436893203883
JPN,1992,392,47.0,0.1198979591836734
JPN,1996,448,42.0,0.09375
JPN,2000,363,44.0,0.1212121212121212
JPN,2004,414,93.0,0.2246376811594203
JPN,2008,457,51.0,0.111597374179431
JPN,2012,399,84.0,0.2105263157894736
JPN,2016,436,64.0,0.146788990825688
JPN,2020,787,131.0,0.1664548919949174
JPN,2024,431,70.0,0.1624129930394431
KAZ,1996,142,11.0,0.0774647887323943
KAZ,2000,158,7.0,0.0443037974683544
KAZ,2004,130,8.0,0.0615384615384615
KAZ,2008,146,13.0,0.0890410958904109
KAZ,2012,132,13.0,0.0984848484848484
KAZ,2016,123,18.0,0.1463414634146341
KAZ,2020,116,8.0,0.0689655172413793
KAZ,2024,79,8.0,0.1012658227848101
KEN,1956,31,0.0,0.0
KEN,1960,30,0.0,0.0
KEN,1964,41,1.0,0.024390243902439
KEN,1968,50,12.0,0.24
KEN,1972,69,12.0,0.1739130434782608
KEN,1984,67,3.0,0.044776119402985
KEN,1988,88,9.0,0.1022727272727272
KEN,1992,55,8.0,0.1454545454545454
KEN,1996,54,8.0,0.1481481481481481
KEN,2000,59,7.0,0.1186440677966101
KEN,2004,46,7.0,0.1521739130434782
KEN,2008,47,15.0,0.3191489361702128
KEN,2012,51,11.0,0.2156862745098039
KEN,2016,80,13.0,0.1625
KEN,2020,89,10.0,0.1123595505617977
KEN,2024,74,9.0,0.1216216216216216
KGZ,1996,53,0.0,0.0
KGZ,2000,71,1.0,0.0140845070422535
KGZ,2004,32,0.0,0.0
KGZ,2008,22,2.0,0.0909090909090909
KGZ,2012,15,0.0,0.0
KGZ,2016,19,0.0,0.0
KGZ,2020,17,3.0,0.1764705882352941
KGZ,2024,16,6.0,0.375
KIR,2004,3,0.0,0.0
KIR,2008,2,0.0,0.0
KIR,2012,3,0.0,0.0
KIR,2016,3,0.0,0.0
KIR,2020,3,0.0,0.0
KIR,2024,3,0.0,0.0
KOR,1948,48,2.0,0.0416666666666666
KOR,1952,22,2.0,0.0909090909090909
KOR,1956,36,2.0,0.0555555555555555
KOR,1960,49,0.0,0.0
KOR,1964,240,3.0,0.0125
KOR,1968,66,2.0,0.0303030303030303
KOR,1972,43,1.0,0.0232558139534883
KOR,1976,51,17.0,0.3333333333333333
KOR,1984,240,41.0,0.1708333333333333
KOR,1988,551,77.0,0.1397459165154265
KOR,1992,322,49.0,0.1521739130434782
KOR,1996,417,66.0,0.158273381294964
KOR,2000,359,73.0,0.2033426183844011
KOR,2004,344,52.0,0.1511627906976744
KOR,2008,329,78.0,0.2370820668693009
KOR,2012,312,61.0,0.1955128205128205
KOR,2016,263,26.0,0.0988593155893536
KOR,2020,338,38.0,0.1124260355029585
KOR,2024,147,46.0,0.3129251700680272
KOS,2016,8,1.0,0.125
KOS,2020,11,2.0,0.1818181818181818
KOS,2024,9,2.0,0.2222222222222222
KSA,1972,14,0.0,0.0
KSA,1976,19,0.0,0.0
KSA,1984,42,0.0,0.0
KSA,1988,13,0.0,0.0
KSA,1992,17,0.0,0.0
KSA,1996,34,0.0,0.0
KSA,2000,23,2.0,0.0869565217391304
KSA,2004,16,0.0,0.0
KSA,2008,18,0.0,0.0
KSA,2012,23,4.0,0.1739130434782608
KSA,2016,11,0.0,0.0
KSA,2020,33,1.0,0.0303030303030303
KSA,2024,8,0.0,0.0
KUW,1968,2,0.0,0.0
KUW,1972,4,0.0,0.0
KUW,1976,21,0.0,0.0
KUW,1980,67,0.0,0.0
KUW,1984,31,0.0,0.0
KUW,1988,34,0.0,0.0
KUW,1992,37,0.0,0.0
KUW,1996,27,0.0,0.0
KUW,2000,30,1.0,0.0333333333333333
KUW,2004,11,0.0,0.0
KUW,2008,8,0.0,0.0
KUW,2012,12,1.0,0.0833333333333333
KUW,2020,10,1.0,0.1
KUW,2024,9,0.0,0.0
LAO,1980,19,0.0,0.0
LAO,1988,3,0.0,0.0
LAO,1992,7,0.0,0.0
LAO,1996,5,0.0,0.0
LAO,2000,3,0.0,0.0
LAO,2004,5,0.0,0.0
LAO,2008,4,0.0,0.0
LAO,2012,3,0.0,0.0
LAO,2016,5,0.0,0.0
LAO,2020,4,0.0,0.0
LAO,2024,4,0.0,0.0
LAT,1924,47,0.0,0.0
LAT,1928,24,0.0,0.0
LAT,1932,13,1.0,0.0769230769230769
LAT,1936,33,2.0,0.0606060606060606
LAT,1992,40,3.0,0.075
LAT,1996,55,1.0,0.0181818181818181
LAT,2000,60,3.0,0.05
LAT,2004,45,4.0,0.0888888888888888
LAT,2008,53,3.0,0.0566037735849056
LAT,2012,50,3.0,0.06
LAT,2016,33,0.0,0.0
LAT,2020,38,5.0,0.131578947368421
LAT,2024,29,0.0,0.0
LBA,1968,1,0.0,0.0
LBA,1980,38,0.0,0.0
LBA,1988,7,0.0,0.0
LBA,1992,5,0.0,0.0
LBA,1996,5,0.0,0.0
LBA,2000,3,0.0,0.0
LBA,2004,8,0.0,0.0
LBA,2008,6,0.0,0.0
LBA,2012,4,0.0,0.0
LBA,2016,7,0.0,0.0
LBA,2020,4,0.0,0.0
LBA,2024,6,0.0,0.0
LBN,2020,6,0.0,0.0
LBN,2024,9,0.0,0.0
LBR,1956,11,0.0,0.0
LBR,1960,6,0.0,0.0
LBR,1964,2,0.0,0.0
LBR,1972,5,0.0,0.0
LBR,1984,10,0.0,0.0
LBR,1988,11,0.0,0.0
LBR,1996,7,0.0,0.0
LBR,2000,10,0.0,0.0
LBR,2004,2,0.0,0.0
LBR,2008,4,0.0,0.0
LBR,2012,3,0.0,0.0
LBR,2016,3,0.0,0.0
LBR,2020,4,0.0,0.0
LBR,2024,8,0.0,0.0
LCA,1996,8,0.0,0.0
LCA,2000,5,0.0,0.0
LCA,2004,2,0.0,0.0
LCA,2008,4,0.0,0.0
LCA,2012,4,0.0,0.0
LCA,2016,5,0.0,0.0
LCA,2020,5,0.0,0.0
LCA,2024,4,1.0,0.25
LES,1972,2,0.0,0.0
LES,1980,7,0.0,0.0
LES,1984,5,0.0,0.0
LES,1988,6,0.0,0.0
LES,1992,8,0.0,0.0
LES,1996,11,0.0,0.0
LES,2000,6,0.0,0.0
LES,2004,3,0.0,0.0
LES,2008,5,0.0,0.0
LES,2012,4,0.0,0.0
LES,2016,9,0.0,0.0
LES,2020,2,0.0,0.0
LES,2024,3,0.0,0.0
LIB,1948,9,0.0,0.0
LIB,1952,9,2.0,0.2222222222222222
LIB,1960,22,0.0,0.0
LIB,1964,8,0.0,0.0
LIB,1968,15,0.0,0.0
LIB,1972,36,1.0,0.0277777777777777
LIB,1976,4,0.0,0.0
LIB,1980,19,1.0,0.0526315789473684
LIB,1984,30,0.0,0.0
LIB,1988,31,0.0,0.0
LIB,1992,18,0.0,0.0
LIB,1996,1,0.0,0.0
LIB,2000,6,0.0,0.0
LIB,2004,5,0.0,0.0
LIB,2008,6,0.0,0.0
LIB,2012,10,0.0,0.0
LIB,2016,9,0.0,0.0
LIE,1936,8,0.0,0.0
LIE,1948,2,0.0,0.0
LIE,1952,2,0.0,0.0
LIE,1960,8,0.0,0.0
LIE,1964,3,0.0,0.0
LIE,1968,3,0.0,0.0
LIE,1972,12,0.0,0.0
LIE,1976,9,0.0,0.0
LIE,1984,8,0.0,0.0
LIE,1988,16,0.0,0.0
LIE,1992,8,0.0,0.0
LIE,1996,2,0.0,0.0
LIE,2000,2,0.0,0.0
LIE,2004,1,0.0,0.0
LIE,2008,2,0.0,0.0
LIE,2012,4,0.0,0.0
LIE,2016,3,0.0,0.0
LIE,2020,9,0.0,0.0
LIE,2024,1,0.0,0.0
LTU,1924,13,0.0,0.0
LTU,1928,13,0.0,0.0
LTU,1992,54,13.0,0.2407407407407407
LTU,1996,81,11.0,0.1358024691358024
LTU,2000,77,17.0,0.2207792207792207
LTU,2004,70,3.0,0.0428571428571428
LTU,2008,78,5.0,0.0641025641025641
LTU,2012,72,5.0,0.0694444444444444
LTU,2016,80,7.0,0.0875
LTU,2020,59,1.0,0.0169491525423728
LTU,2024,51,7.0,0.1372549019607843
LUX,1900,1,1.0,1.0
LUX,1912,44,0.0,0.0
LUX,1920,35,1.0,0.0285714285714285
LUX,1924,122,2.0,0.0163934426229508
LUX,1928,107,1.0,0.0093457943925233
LUX,1932,11,0.0,0.0
LUX,1936,129,0.0,0.0
LUX,1948,115,0.0,0.0
LUX,1952,101,1.0,0.0099009900990099
LUX,1956,27,0.0,0.0
LUX,1960,117,0.0,0.0
LUX,1964,27,0.0,0.0
LUX,1968,7,0.0,0.0
LUX,1972,15,0.0,0.0
LUX,1976,9,0.0,0.0
LUX,1980,4,0.0,0.0
LUX,1984,5,0.0,0.0
LUX,1988,11,0.0,0.0
LUX,1992,8,0.0,0.0
LUX,1996,7,0.0,0.0
LUX,2000,9,0.0,0.0
LUX,2004,14,0.0,0.0
LUX,2008,19,0.0,0.0
LUX,2012,11,0.0,0.0
LUX,2016,15,0.0,0.0
LUX,2020,14,0.0,0.0
LUX,2024,13,0.0,0.0
MAD,1964,4,0.0,0.0
MAD,1968,6,0.0,0.0
MAD,1972,13,0.0,0.0
MAD,1980,18,0.0,0.0
MAD,1984,5,0.0,0.0
MAD,1992,17,0.0,0.0
MAD,1996,14,0.0,0.0
MAD,2000,13,0.0,0.0
MAD,2004,8,0.0,0.0
MAD,2008,6,0.0,0.0
MAD,2012,7,0.0,0.0
MAD,2016,6,0.0,0.0
MAD,2020,6,0.0,0.0
MAD,2024,7,0.0,0.0
MAL,1956,34,0.0,0.0
MAL,1960,11,0.0,0.0
MAR,1960,111,1.0,0.009009009009009
MAR,1964,21,0.0,0.0
MAR,1968,25,0.0,0.0
MAR,1972,39,0.0,0.0
MAR,1976,9,0.0,0.0
MAR,1984,35,2.0,0.0571428571428571
MAR,1988,29,3.0,0.1034482758620689
MAR,1992,45,3.0,0.0666666666666666
MAR,1996,38,2.0,0.0526315789473684
MAR,2000,55,5.0,0.0909090909090909
MAR,2004,57,3.0,0.0526315789473684
MAR,2008,49,2.0,0.0408163265306122
MAR,2012,67,1.0,0.0149253731343283
MAR,2016,52,1.0,0.0192307692307692
MAR,2020,51,1.0,0.0196078431372549
MAR,2024,61,20.0,0.3278688524590163
MAS,1964,81,0.0,0.0
MAS,1968,35,0.0,0.0
MAS,1972,57,0.0,0.0
MAS,1976,25,0.0,0.0
MAS,1984,27,0.0,0.0
MAS,1988,17,0.0,0.0
MAS,1992,30,2.0,0.0666666666666666
MAS,1996,43,3.0,0.0697674418604651
MAS,2000,55,0.0,0.0
MAS,2004,38,0.0,0.0
MAS,2008,42,1.0,0.0238095238095238
MAS,2012,38,2.0,0.0526315789473684
MAS,2016,42,8.0,0.1904761904761904
MAS,2020,47,3.0,0.0638297872340425
MAS,2024,26,3.0,0.1153846153846153
MAW,1972,18,0.0,0.0
MAW,1984,23,0.0,0.0
MAW,1988,22,0.0,0.0
MAW,1992,4,0.0,0.0
MAW,1996,2,0.0,0.0
MAW,2000,2,0.0,0.0
MAW,2004,4,0.0,0.0
MAW,2008,4,0.0,0.0
MAW,2012,3,0.0,0.0
MAW,2016,5,0.0,0.0
MAW,2020,5,0.0,0.0
MAW,2024,3,0.0,0.0
MDA,1996,50,3.0,0.06
MDA,2000,35,2.0,0.0571428571428571
MDA,2004,33,0.0,0.0
MDA,2008,30,1.0,0.0333333333333333
MDA,2012,20,2.0,0.1
MDA,2016,23,0.0,0.0
MDA,2020,26,1.0,0.0384615384615384
MDA,2024,26,4.0,0.1538461538461538
MDV,1988,9,0.0,0.0
MDV,1992,10,0.0,0.0
MDV,1996,9,0.0,0.0
MDV,2000,4,0.0,0.0
MDV,2004,4,0.0,0.0
MDV,2008,4,0.0,0.0
MDV,2012,5,0.0,0.0
MDV,2016,4,0.0,0.0
MDV,2020,4,0.0,0.0
MDV,2024,5,0.0,0.0
MEX,1900,3,3.0,1.0
MEX,1924,28,0.0,0.0
MEX,1928,55,0.0,0.0
MEX,1932,100,2.0,0.02
MEX,1936,32,16.0,0.5
MEX,1948,149,9.0,0.0604026845637583
MEX,1952,85,1.0,0.0117647058823529
MEX,1956,36,2.0,0.0555555555555555
MEX,1960,110,1.0,0.009090909090909
MEX,1964,128,1.0,0.0078125
MEX,1968,446,9.0,0.0201793721973094
MEX,1972,281,1.0,0.0035587188612099
MEX,1976,137,2.0,0.0145985401459854
MEX,1980,74,10.0,0.1351351351351351
MEX,1984,155,6.0,0.0387096774193548
MEX,1988,144,2.0,0.0138888888888888
MEX,1992,140,1.0,0.0071428571428571
MEX,1996,111,1.0,0.009009009009009
MEX,2000,98,6.0,0.0612244897959183
MEX,2004,137,4.0,0.0291970802919708
MEX,2008,103,4.0,0.0388349514563106
MEX,2012,119,24.0,0.2016806722689075
MEX,2016,139,5.0,0.0359712230215827
MEX,2020,196,27.0,0.1377551020408163
MEX,2024,108,7.0,0.0648148148148148
MGL,1964,40,0.0,0.0
MGL,1968,38,4.0,0.1052631578947368
MGL,1972,44,1.0,0.0227272727272727
MGL,1976,33,1.0,0.0303030303030303
MGL,1980,57,4.0,0.0701754385964912
MGL,1988,32,1.0,0.03125
MGL,1992,38,2.0,0.0526315789473684
MGL,1996,18,1.0,0.0555555555555555
MGL,2000,23,0.0,0.0
MGL,2004,21,1.0,0.0476190476190476
MGL,2008,31,4.0,0.1290322580645161
MGL,2012,32,5.0,0.15625
MGL,2016,46,2.0,0.0434782608695652
MGL,2020,61,4.0,0.0655737704918032
MGL,2024,32,1.0,0.03125
MHL,2008,5,0.0,0.0
MHL,2012,4,0.0,0.0
MHL,2016,5,0.0,0.0
MHL,2020,2,0.0,0.0
MHL,2024,4,0.0,0.0
MKD,1996,16,0.0,0.0
MKD,2000,15,1.0,0.0666666666666666
MKD,2004,14,0.0,0.0
MKD,2008,7,0.0,0.0
MKD,2012,4,0.0,0.0
MKD,2016,6,0.0,0.0
MKD,2020,8,1.0,0.125
MKD,2024,6,0.0,0.0
MLI,1964,2,0.0,0.0
MLI,1968,2,0.0,0.0
MLI,1972,3,0.0,0.0
MLI,1980,7,0.0,0.0
MLI,1984,5,0.0,0.0
MLI,1988,8,0.0,0.0
MLI,1992,6,0.0,0.0
MLI,1996,4,0.0,0.0
MLI,2000,5,0.0,0.0
MLI,2004,21,0.0,0.0
MLI,2008,17,0.0,0.0
MLI,2012,6,0.0,0.0
MLI,2016,6,0.0,0.0
MLI,2020,4,0.0,0.0
MLI,2024,24,0.0,0.0
MLT,1928,9,0.0,0.0
MLT,1936,11,0.0,0.0
MLT,1948,1,0.0,0.0
MLT,1960,13,0.0,0.0
MLT,1968,1,0.0,0.0
MLT,1972,5,0.0,0.0
MLT,1980,12,0.0,0.0
MLT,1984,7,0.0,0.0
MLT,1988,6,0.0,0.0
MLT,1992,8,0.0,0.0
MLT,1996,10,0.0,0.0
MLT,2000,7,0.0,0.0
MLT,2004,7,0.0,0.0
MLT,2008,6,0.0,0.0
MLT,2012,5,0.0,0.0
MLT,2016,8,0.0,0.0
MLT,2020,8,0.0,0.0
MLT,2024,5,0.0,0.0
MNE,2008,20,0.0,0.0
MNE,2012,34,14.0,0.4117647058823529
MNE,2016,35,0.0,0.0
MNE,2020,35,0.0,0.0
MNE,2024,19,0.0,0.0
MON,1920,7,0.0,0.0
MON,1924,9,1.0,0.1111111111111111
MON,1928,12,0.0,0.0
MON,1932,1,0.0,0.0
MON,1936,11,0.0,0.0
MON,1948,4,0.0,0.0
MON,1952,10,0.0,0.0
MON,1960,13,0.0,0.0
MON,1964,1,0.0,0.0
MON,1968,2,0.0,0.0
MON,1972,5,0.0,0.0
MON,1976,10,0.0,0.0
MON,1984,8,0.0,0.0
MON,1988,9,0.0,0.0
MON,1992,4,0.0,0.0
MON,1996,4,0.0,0.0
MON,2000,4,0.0,0.0
MON,2004,3,0.0,0.0
MON,2008,5,0.0,0.0
MON,2012,6,0.0,0.0
MON,2016,8,0.0,0.0
MON,2020,6,0.0,0.0
MON,2024,6,0.0,0.0
MOZ,1980,16,0.0,0.0
MOZ,1984,14,0.0,0.0
MOZ,1988,12,0.0,0.0
MOZ,1992,7,0.0,0.0
MOZ,1996,3,1.0,0.3333333333333333
MOZ,2000,4,1.0,0.25
MOZ,2004,4,0.0,0.0
MOZ,2008,4,0.0,0.0
MOZ,2012,6,0.0,0.0
MOZ,2016,8,0.0,0.0
MOZ,2020,10,0.0,0.0
MOZ,2024,7,0.0,0.0
MRI,1984,7,0.0,0.0
MRI,1988,11,0.0,0.0
MRI,1992,22,0.0,0.0
MRI,1996,36,0.0,0.0
MRI,2000,26,0.0,0.0
MRI,2004,9,0.0,0.0
MRI,2008,11,1.0,0.0909090909090909
MRI,2012,11,0.0,0.0
MRI,2016,11,0.0,0.0
MRI,2020,8,0.0,0.0
MRI,2024,12,0.0,0.0
MTN,1984,2,0.0,0.0
MTN,1988,7,0.0,0.0
MTN,1992,6,0.0,0.0
MTN,1996,4,0.0,0.0
MTN,2000,2,0.0,0.0
MTN,2004,2,0.0,0.0
MTN,2008,2,0.0,0.0
MTN,2012,2,0.0,0.0
MTN,2016,2,0.0,0.0
MTN,2020,2,0.0,0.0
MTN,2024,2,0.0,0.0
MYA,1948,5,0.0,0.0
MYA,1952,5,0.0,0.0
MYA,1956,12,0.0,0.0
MYA,1960,10,0.0,0.0
MYA,1964,12,0.0,0.0
MYA,1968,4,0.0,0.0
MYA,1972,19,0.0,0.0
MYA,1980,2,0.0,0.0
MYA,1984,1,0.0,0.0
MYA,1988,3,0.0,0.0
MYA,1992,5,0.0,0.0
MYA,1996,3,0.0,0.0
MYA,2000,7,0.0,0.0
MYA,2004,2,0.0,0.0
MYA,2008,7,0.0,0.0
MYA,2012,6,0.0,0.0
MYA,2016,8,0.0,0.0
MYA,2020,2,0.0,0.0
MYA,2024,2,0.0,0.0
NAM,1992,10,2.0,0.2
NAM,1996,10,2.0,0.2
NAM,2000,16,0.0,0.0
NAM,2004,10,0.0,0.0
NAM,2008,11,0.0,0.0
NAM,2012,9,0.0,0.0
NAM,2016,11,0.0,0.0
NAM,2020,11,1.0,0.0909090909090909
NAM,2024,4,0.0,0.0
NBO,1956,2,0.0,0.0
NCA,1968,16,0.0,0.0
NCA,1972,10,0.0,0.0
NCA,1976,25,0.0,0.0
NCA,1980,6,0.0,0.0
NCA,1984,5,0.0,0.0
NCA,1992,9,0.0,0.0
NCA,1996,28,0.0,0.0
NCA,2000,6,0.0,0.0
NCA,2004,6,0.0,0.0
NCA,2008,7,0.0,0.0
NCA,2012,6,0.0,0.0
NCA,2016,5,0.0,0.0
NCA,2020,8,0.0,0.0
NCA,2024,7,0.0,0.0
NED,1900,73,27.0,0.3698630136986301
NED,1906,49,6.0,0.1224489795918367
NED,1908,218,16.0,0.073394495412844
NED,1912,45,26.0,0.5777777777777777
NED,1920,213,50.0,0.2347417840375587
NED,1924,246,27.0,0.1097560975609756
NED,1928,384,57.0,0.1484375
NED,1932,80,13.0,0.1625
NED,1936,227,37.0,0.1629955947136563
NED,1948,187,42.0,0.2245989304812834
NED,1952,180,18.0,0.1
NED,1956,1,0.0,0.0
NED,1960,160,3.0,0.01875
NED,1964,158,31.0,0.1962025316455696
NED,1968,140,14.0,0.1
NED,1972,199,6.0,0.0301507537688442
NED,1976,175,14.0,0.08
NED,1980,112,6.0,0.0535714285714285
NED,1984,185,41.0,0.2216216216216216
NED,1988,202,45.0,0.2227722772277227
NED,1992,257,33.0,0.1284046692607003
NED,1996,290,73.0,0.2517241379310345
NED,2000,285,79.0,0.2771929824561403
NED,2004,264,77.0,0.2916666666666667
NED,2008,283,61.0,0.215547703180212
NED,2012,222,69.0,0.3108108108108108
NED,2016,329,47.0,0.1428571428571428
NED,2020,391,72.0,0.1841432225063938
NED,2024,290,110.0,0.3793103448275862
NEP,1964,6,0.0,0.0
NEP,1972,2,0.0,0.0
NEP,1976,1,0.0,0.0
NEP,1980,10,0.0,0.0
NEP,1984,10,0.0,0.0
NEP,1988,20,0.0,0.0
NEP,1992,2,0.0,0.0
NEP,1996,6,0.0,0.0
NEP,2000,5,0.0,0.0
NEP,2004,6,0.0,0.0
NEP,2008,8,0.0,0.0
NEP,2012,5,0.0,0.0
NEP,2016,7,0.0,0.0
NEP,2020,5,0.0,0.0
NEP,2024,7,0.0,0.0
NGR,1952,15,0.0,0.0
NGR,1956,14,0.0,0.0
NGR,1960,15,0.0,0.0
NGR,1964,19,1.0,0.0526315789473684
NGR,1968,46,0.0,0.0
NGR,1972,36,1.0,0.0277777777777777
NGR,1980,56,0.0,0.0
NGR,1984,36,5.0,0.1388888888888889
NGR,1988,86,0.0,0.0
NGR,1992,72,11.0,0.1527777777777778
NGR,1996,84,24.0,0.2857142857142857
NGR,2000,100,8.0,0.08
NGR,2004,79,8.0,0.1012658227848101
NGR,2008,89,23.0,0.2584269662921348
NGR,2012,58,0.0,0.0
NGR,2016,77,18.0,0.2337662337662337
NGR,2020,68,2.0,0.0294117647058823
NGR,2024,86,0.0,0.0
NIG,1964,1,0.0,0.0
NIG,1968,2,0.0,0.0
NIG,1972,4,1.0,0.25
NIG,1984,4,0.0,0.0
NIG,1988,6,0.0,0.0
NIG,1992,3,0.0,0.0
NIG,1996,3,0.0,0.0
NIG,2000,4,0.0,0.0
NIG,2004,4,0.0,0.0
NIG,2008,4,0.0,0.0
NIG,2012,6,0.0,0.0
NIG,2016,6,1.0,0.1666666666666666
NIG,2020,7,0.0,0.0
NIG,2024,7,0.0,0.0
NOR,1900,29,9.0,0.3103448275862069
NOR,1904,6,2.0,0.3333333333333333
NOR,1906,55,25.0,0.4545454545454545
NOR,1908,103,42.0,0.4077669902912621
NOR,1912,263,80.0,0.3041825095057034
NOR,1920,267,137.0,0.5131086142322098
NOR,1924,105,22.0,0.2095238095238095
NOR,1928,79,9.0,0.1139240506329113
NOR,1932,8,0.0,0.0
NOR,1936,84,28.0,0.3333333333333333
NOR,1948,97,18.0,0.1855670103092783
NOR,1952,190,13.0,0.0684210526315789
NOR,1956,29,3.0,0.1034482758620689
NOR,1960,50,2.0,0.04
NOR,1964,43,0.0,0.0
NOR,1968,86,6.0,0.0697674418604651
NOR,1972,161,8.0,0.0496894409937888
NOR,1976,79,6.0,0.0759493670886076
NOR,1984,132,4.0,0.0303030303030303
NOR,1988,79,22.0,0.2784810126582278
NOR,1992,114,23.0,0.2017543859649122
NOR,1996,116,23.0,0.1982758620689655
NOR,2000,115,43.0,0.3739130434782609
NOR,2004,60,7.0,0.1166666666666666
NOR,2008,102,22.0,0.2156862745098039
NOR,2012,69,17.0,0.2463768115942029
NOR,2016,77,19.0,0.2467532467532467
NOR,2020,112,23.0,0.2053571428571428
NOR,2024,109,23.0,0.2110091743119266
NRU,1996,3,0.0,0.0
NRU,2000,2,0.0,0.0
NRU,2004,3,0.0,0.0
NRU,2008,1,0.0,0.0
NRU,2012,2,0.0,0.0
NRU,2016,2,0.0,0.0
NRU,2020,2,0.0,0.0
NRU,2024,1,0.0,0.0
NZL,1900,1,1.0,1.0
NZL,1920,6,1.0,0.1666666666666666
NZL,1924,6,1.0,0.1666666666666666
NZL,1928,13,1.0,0.0769230769230769
NZL,1932,29,2.0,0.0689655172413793
NZL,1936,9,1.0,0.1111111111111111
NZL,1948,8,0.0,0.0
NZL,1952,20,3.0,0.15
NZL,1956,57,3.0,0.0526315789473684
NZL,1960,47,3.0,0.0638297872340425
NZL,1964,88,6.0,0.0681818181818181
NZL,1968,65,7.0,0.1076923076923077
NZL,1972,112,14.0,0.125
NZL,1976,98,25.0,0.2551020408163265
NZL,1980,7,0.0,0.0
NZL,1984,162,23.0,0.1419753086419753
NZL,1988,112,24.0,0.2142857142857142
NZL,1992,175,15.0,0.0857142857142857
NZL,1996,129,9.0,0.0697674418604651
NZL,2000,177,4.0,0.0225988700564971
NZL,2004,184,6.0,0.0326086956521739
NZL,2008,201,15.0,0.0746268656716417
NZL,2012,204,27.0,0.1323529411764706
NZL,2016,232,36.0,0.1551724137931034
NZL,2020,279,65.0,0.2329749103942652
NZL,2024,208,45.0,0.2163461538461538
OMA,1984,22,0.0,0.0
OMA,1988,13,0.0,0.0
OMA,1992,5,0.0,0.0
OMA,1996,5,0.0,0.0
OMA,2000,8,0.0,0.0
OMA,2004,2,0.0,0.0
OMA,2008,4,0.0,0.0
OMA,2012,3,0.0,0.0
OMA,2016,4,0.0,0.0
OMA,2020,5,0.0,0.0
OMA,2024,4,0.0,0.0
PAK,1948,44,0.0,0.0
PAK,1952,51,0.0,0.0
PAK,1956,79,14.0,0.1772151898734177
PAK,1960,53,14.0,0.2641509433962264
PAK,1964,47,16.0,0.3404255319148936
PAK,1968,15,13.0,0.8666666666666667
